C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\center_2024_01_15_00_16_56_521.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\left_2024_01_15_00_16_56_521.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\right_2024_01_15_00_16_56_521.jpg,0,0,0,0.0001533581
C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\center_2024_01_15_00_16_56_589.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\left_2024_01_15_00_16_56_589.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\right_2024_01_15_00_16_56_589.jpg,0,0,0,0.0002219222
C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\center_2024_01_15_00_16_56_672.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\left_2024_01_15_00_16_56_672.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\right_2024_01_15_00_16_56_672.jpg,0,0,0,2.741717E-05
C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\center_2024_01_15_00_16_56_752.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\left_2024_01_15_00_16_56_752.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\right_2024_01_15_00_16_56_752.jpg,0,0,0,0.0002743475
C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\center_2024_01_15_00_16_56_824.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\left_2024_01_15_00_16_56_824.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\right_2024_01_15_00_16_56_824.jpg,0,0.1577169,0,0.0827009
C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\center_2024_01_15_00_16_56_903.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\left_2024_01_15_00_16_56_903.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\right_2024_01_15_00_16_56_903.jpg,0,0.3945756,0,0.3439034
C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\center_2024_01_15_00_16_56_987.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\left_2024_01_15_00_16_56_987.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\right_2024_01_15_00_16_56_987.jpg,0,0.6443824,0,0.7995997
C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\center_2024_01_15_00_16_57_071.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\left_2024_01_15_00_16_57_071.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\right_2024_01_15_00_16_57_071.jpg,0,0.8982304,0,1.571366
C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\center_2024_01_15_00_16_57_152.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\left_2024_01_15_00_16_57_152.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\right_2024_01_15_00_16_57_152.jpg,0,1,0,2.471875
C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\center_2024_01_15_00_16_57_234.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\left_2024_01_15_00_16_57_234.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\right_2024_01_15_00_16_57_234.jpg,-0.25,1,0,3.634648
C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\center_2024_01_15_00_16_57_313.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\left_2024_01_15_00_16_57_313.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\right_2024_01_15_00_16_57_313.jpg,0,1,0,4.551597
C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\center_2024_01_15_00_16_57_386.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\left_2024_01_15_00_16_57_386.jpg,C:\Users\jerem\OneDrive\Desktop\2nd map\IMG\right_2024_01_15_00_16_57_386.jpg,0,1,0,5.244927
