/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/center_2024_01_14_12_57_53_970.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/left_2024_01_14_12_57_53_970.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/right_2024_01_14_12_57_53_970.jpg,0,0,0,7.752445E-06
/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/center_2024_01_14_12_57_54_037.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/left_2024_01_14_12_57_54_037.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/right_2024_01_14_12_57_54_037.jpg,0,0.1765498,0,0.1227805
/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/center_2024_01_14_12_57_54_147.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/left_2024_01_14_12_57_54_147.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/right_2024_01_14_12_57_54_147.jpg,0,0.4611028,0,0.4389598
/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/center_2024_01_14_12_57_54_232.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/left_2024_01_14_12_57_54_232.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/right_2024_01_14_12_57_54_232.jpg,-0.25,0.7223879,0,1.156595
/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/center_2024_01_14_12_57_54_318.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/left_2024_01_14_12_57_54_318.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/right_2024_01_14_12_57_54_318.jpg,0,0.960273,0,1.932687
/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/center_2024_01_14_12_57_54_359.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/left_2024_01_14_12_57_54_359.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/right_2024_01_14_12_57_54_359.jpg,0,1,0,2.584009
/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/center_2024_01_14_12_57_54_438.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/left_2024_01_14_12_57_54_438.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/right_2024_01_14_12_57_54_438.jpg,-0.05,1,0,3.499979
/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/center_2024_01_14_12_57_54_510.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/left_2024_01_14_12_57_54_510.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/right_2024_01_14_12_57_54_510.jpg,-0.25,1,0,4.429126
/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/center_2024_01_14_12_57_54_584.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/left_2024_01_14_12_57_54_584.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/right_2024_01_14_12_57_54_584.jpg,0,1,0,5.117473
/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/center_2024_01_14_12_57_54_657.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/left_2024_01_14_12_57_54_657.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/right_2024_01_14_12_57_54_657.jpg,-0.2,1,0,6.037766
/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/center_2024_01_14_12_57_54_731.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/left_2024_01_14_12_57_54_731.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/right_2024_01_14_12_57_54_731.jpg,0,1,0,6.95257
/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/center_2024_01_14_12_57_54_803.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/left_2024_01_14_12_57_54_803.jpg,/Users/alexd/Documents/etudes/M1/S7/smart_technologie/Smart_tech_CA2/Record-track-2/IMG/right_2024_01_14_12_57_54_803.jpg,0,1,0,7.636043
